source_url	title	author	book_journal	pub_date	pub_place	publisher	enumcron	pages_orig	pages_digital	new digital range	page_count	added	updated	item_type	source_id		side notes (poetry, couldn't find article, item unavailable, original pages differentiate)
https://hdl.handle.net/2027/njp.32101076889979	Rhymed Hexameters and Pentameters	(none)	Blackwood's Edinburgh magazine.	1846	Edinburgh	William Blackwood	v.59 (1846)	496	502	correct	1	2018-01-23 14:55:32	2021-08-05 09:51:48	Article	njp.32101076889979		
https://hdl.handle.net/2027/chi.79213384	Rhyme nor Reason	[none]	Notes and queries :	1866	London	G. Bell [etc.]	c.1 ser.3 v.10 1865 Jan-Jun	67, 116-117, 236	77, 126-127, 246	correct	4	2018-01-23 14:32:10	2021-08-05 09:51:18	Article	chi.79213384		
https://hdl.handle.net/2027/uiuo.ark:/13960/t4qk01n82	Rhythm	Jenkin, Fleeming.	Saturday review of politics, literature, science and art.	1883			v.55(1883)	270-71	278-279	correct	2	2021-08-05 09:52:12	2021-08-05 09:52:12	Article	uiuo.ark:/13960/t4qk01n82		
https://hdl.handle.net/2027/hvd.32044048962955	Rhythm	Bolton, Thaddeus L	The American journal of psychology.	1893	Urbana [etc.]	University of Illinois Press [etc.]	v.6 (1893)	145-238, 310-11, 488	149-242, 314-315, 492	correct	97	2018-01-23 14:43:22	2021-08-05 09:51:32	Article	hvd.32044048962955		
https://hdl.handle.net/2027/hvd.32044092677376	Rhythm	Kroeger, A. E.	The Southern magazine	1872	Baltimore, Md.	Murdoch, Browne & Hill	v.11  (1872)	220-24	232-236	correct	5	2018-01-23 14:42:32	2023-04-25 13:22:26	Article	hvd.32044092677376		
https://hdl.handle.net/2027/uc1.32106001646766	Rhythm and Metre	Richards, I. A. (Ivor Armstrong), 1893-1979	Principles of literary criticism.	1924	New York	Harcourt, Brace		134-146	144-156	correct	13	2022-01-25 14:29:15	2022-01-25 14:30:23	Excerpt	uc1.32106001646766		
https://hdl.handle.net/2027/uc1.32106015528877	Rhythm and Reason	Untermeyer, Louis	The new republic	1922	New York	The Republic Pub. Co.	v.32 1922	143-44	191-192	correct	2	2018-01-23 15:11:20	2021-08-05 09:52:12	Article	uc1.32106015528877		
https://hdl.handle.net/2027/nyp.33433081672853	Rhythm and Rhyme	Bourne, George	The Living age.	1906	Boston, Mass.	E. Littell & Co.	v. 250 (July - Sept. 1906)	205-210	229-234	231-236	6	2018-01-23 15:04:26	2023-03-02 13:49:48	Article	nyp.33433081672853		
https://hdl.handle.net/2027/njp.32101076426079	Rhythm and Rhyme	Bourne, George	Macmillan's magazine.	1906	London	Macmillan and Co.]	v.93 (1905-1906)	541-49	553-561	correct	9	2018-01-23 14:55:57	2023-03-02 13:49:48	Article	njp.32101076426079		
https://hdl.handle.net/2027/njp.32101076040946	Rhythm and Rhyme.	Stetson, R. H.	The Psychological review.	1903	Lancaster, Pa.	Macmillan	vol.4 (1903)	413-66	447-504	correct	58	2018-01-23 14:56:14	2021-08-05 09:51:56	Article	njp.32101076040946		
https://hdl.handle.net/2027/mdp.39015048893823	Rhythm and Rime Before the Norman Conquest.	Rankin, James W.	Publications of the Modern Language Association of America.	1921	New York, N.Y. [etc.]	Modern Language Association of America.	v.36 1921	401-28	587-614	583-610	28	2018-01-23 14:49:28	2021-08-05 09:51:42	Article	mdp.39015048893823		
https://hdl.handle.net/2027/uc1.b2974316	Rhythm and the Science of Poetry	More, Paul Elmer.	The Sewanee review.	1902	Sewanee, Tenn. [etc.]	University of the South [etc.]	v.10 (1902)	406-17	446-457	correct	12	2018-01-23 15:11:00	2021-08-05 09:52:11	Article	uc1.b2974316		
https://hdl.handle.net/2027/uc2.ark:/13960/t8ff3wr3q	Rhythmical Forms and Melodic Figures	Sharp, Cecil J	English folk song, some conclusions	1907	London	Simpkin & co., ltd.; [etc., etc.]		73-88	95-110	correct	16	2018-01-23 15:15:08	2021-08-05 09:54:31	Excerpt	uc2.ark:/13960/t8ff3wr3q		
https://hdl.handle.net/2027/hvd.hxkepr	Rhythmical Laws	Gomme, G. Laurence.	The Antiquary;	1883	London	E. Stock	v.8 (1883)	12-15	24-27	correct	4	2018-01-23 14:37:22	2021-08-05 09:51:23	Article	hvd.hxkepr		
https://hdl.handle.net/2027/njp.32101076457728	The Rhythmical Line.	Seiberth, Ph	The Journal of English and Germanic philology.	1919	Evanston, Ill.	Journal Pub. Co.	vol. 18 (1919)	242-49	250-257	correct	8	2018-01-23 14:55:53	2021-08-05 09:51:50	Article	njp.32101076457728		
https://hdl.handle.net/2027/coo.31924069259624	Rhythmical Prose in Latin and English	Shelly, John	The Church quarterly review.	1912	London	Spottiswoode	v.74 1912	81-98	89-106	correct	18	2018-01-23 14:32:35	2023-04-27 13:50:38	Article	coo.31924069259624		
https://hdl.handle.net/2027/hvd.32044092640663	The Rhythmic Relation of Prose and Verse.	Hooker, [William] Bryan.	The Forum.	1909	New York	Forum Pub. Co.,	v.41 (1909)	424-37	500-513	494-507	14	2018-01-23 14:42:34	2023-04-25 13:22:54	Article	hvd.32044092640663		
https://hdl.handle.net/2027/njp.32101075673622	Rhythm in English Prose	Fijn Van Draat, P	Anglia.	1912	Halle a/S	M. Niemeyer	Bd.36 (1912)	1-58, 140, 492-538	10-66, 148, 500-546	9-66, 148, 500-546	105	2018-01-23 14:56:22	2021-08-05 09:51:57	Article	njp.32101075673622		
https://hdl.handle.net/2027/mdp.39015049192910	Rhythm in English Verse, Prose, and Speech	MacColl, D. S.	Essays and studies.	1914	London [etc.]	J. Murray [etc.]	v.5 1914	7-50	11-54	correct	44	2018-01-23 14:49:25	2021-08-05 09:51:41	Article	mdp.39015049192910		
https://hdl.handle.net/2027/hvd.32044092796093	Rhythm in Prose	Lipsky, Abram	The Sewanee review.	1908	Sewanee, Tenn. [etc.]	University of the South [etc.]	v.16 (1908)	277-89	299-311	correct	13	2018-01-23 14:42:26	2023-04-27 13:51:25	Article	hvd.32044092796093		
https://hdl.handle.net/2027/mdp.39015030866506	The Rhythm of Oratorical Prose	Parrish, W. M.	Studies in rhetoric and public speaking, in honor of James Albert Winans.	1925	New York	The Century co.		217-231	233-247	correct	15	2022-01-25 14:23:19	2022-01-25 14:26:08	Excerpt	mdp.39015030866506		
https://hdl.handle.net/2027/hvd.32044092797190	The Rhythm of Prose and Free Verse	Andrews, Clarence Edward	The Sewanee review.	1918	Sewanee, Tenn. [etc.]	University of the South [etc.]	v.26 (1918)	183-94	201-212	correct	12	2018-01-23 14:42:24	2021-08-05 09:51:28	Article	hvd.32044092797190		
https://hdl.handle.net/2027/chi.12755443	The Rhythms of Free Verse	Lowell, Amy.	The Dial	1918	Chicago	Jansen, McClurg	v.64 Jan-Jun 1918	51-56	65-70	correct	6	2018-01-23 14:32:26	2021-08-05 09:51:19	Article	chi.12755443		
https://hdl.handle.net/2027/hvd.32044048963029	Rhythm, Time, and Number	MacDougall, Robert	The American journal of psychology.	1902	Urbana [etc.]	University of Illinois Press [etc.]	v.13 (1902)	88-97	96-105	correct	10	2018-01-23 14:43:20	2021-08-05 09:51:31	Article	hvd.32044048963029		
https://hdl.handle.net/2027/hvd.hnqbsr	A Rime-Index to the 'Parent Cycle' of the York Mystery Plays and of a Portion of the Woodkirk Conspiracio et Capito	Coblentz, H. E.	Publications of the Modern Language Association of America	1895	Baltimore	The Association	v.10 (1895)	487-557	513-583	correct	71	2018-01-23 14:40:03	2021-08-05 09:51:26	Article	hvd.hnqbsr		
https://hdl.handle.net/2027/mdp.39015048893831	Rising and Falling Rhythms in English Verse	Creek, Herbert L.	Publications of the Modern Language Association of America.	1920	New York, N.Y. [etc.]	Modern Language Association of America.	v.35 1920	76-90	88-102	correct	15	2018-01-23 14:49:27	2021-08-05 09:51:42	Article	mdp.39015048893831		
https://hdl.handle.net/2027/hvd.32044048963136	The Role of Kinaesthesis in the Perception of Rhythm	Ruckmich, C. A.	The American journal of psychology.	1913	Urbana [etc.]	University of Illinois Press [etc.]	v.24 (1913)	305-59	321-375	correct	55	2018-01-23 14:43:19	2021-08-05 09:51:31	Article	hvd.32044048963136		
https://hdl.handle.net/2027/hvd.32044103001129	The Role of Pitch in Rhythm	Woodrow, Herbert	The Psychological review.	1911	[Washington, etc.]	American Psychological Association [etc.]	v.18 (1911)	54-77	64-87	correct	24	2018-01-23 14:41:15	2023-04-25 12:31:49	Article	hvd.32044103001129		
https://hdl.handle.net/2027/hvd.hxe6bx	Romantic Aspects of the Age of Pope	Havens, Raymond D.	Publications of the Modern Language Association of America	1912	Baltimore	The Association	v.27 (1912)	297-324	319-346	correct	28	2018-01-23 14:38:37	2021-08-05 09:51:24	Article	hvd.hxe6bx		
https://hdl.handle.net/2027/uiug.30112001676896	Sapphics	Swinburne, Algernon Charles.	Poems and ballads. 	1866	London 	John Camden Hotten, Piccadilly		235-238	257-260	255-258	4	2021-08-05 09:54:32	2021-08-05 09:54:32	Excerpt	uiug.30112001676896		*this is poetry
https://hdl.handle.net/2027/inu.30000099671525	The Saturnian Metre	Lindsay, W. M. 	American journal of philology.	1893	Baltimore	Johns Hopkins University Press [etc.]	v.14 1893	305-34	317-346	321-350	30	2018-01-23 14:44:53	2021-08-05 09:51:36	Article	inu.30000099671525		
https://hdl.handle.net/2027/inu.30000099671624	Saturnian Metre	Fraser, John	American journal of philology.	1909	Baltimore	Johns Hopkins University Press [etc.]	v.30 1909	430-46	448-464	correct	17	2018-01-23 14:44:50	2021-08-05 09:51:36	Article	inu.30000099671624		
https://hdl.handle.net/2027/uiug.30112046384886	The Scansion of Middle English Alliterative Verse	Leonard, William E.	Studies in language and literature.	1920	Madison		v.8-11(1920)	58-104	392-438	correct	47	2018-01-23 15:15:14	2021-08-05 09:52:12	Article	uiug.30112046384886		
https://hdl.handle.net/2027/hvd.hnqbtn	The Scansion of Prose Rhythm	Scott, Fred Newton	Publications of the Modern Language Association of America	1905	Baltimore	The Association	v.20 (1905)	707-28	737-758	correct	22	2018-01-23 14:39:58	2021-08-05 09:51:24	Article	hvd.hnqbtn		
https://hdl.handle.net/2027/njp.32101065266304	The Scansion of the Heroic Verse.	Larkins, G. L.	The Academy.	1890	London	J. Murray	v.38 (July-Dec 1890)	616-17	432-433	434-435	2	2018-01-23 14:58:04	2021-08-05 09:52:00	Article	njp.32101065266304		
https://hdl.handle.net/2027/njp.32101076201183	The Scansion of Wyatt's Early Sonnets	Padelford, Frederick M.	Studies in philology.	1923	Chapel Hill, N.C.	University of North Carolina Press	vol. 20	137-52	147-162	correct	16	2021-08-05 09:52:17	2021-08-05 09:52:17	Article	njp.32101076201183		
https://hdl.handle.net/2027/mdp.39015060429381	A Scientific Basis for Metrics	Cobb, Charles W.	Modern language notes.	1913	Baltimore	Johns Hopkins Press [etc.]	v.28 1913	142-45	184-187	176-179	4	2018-01-23 14:47:53	2021-08-05 09:51:40	Article	mdp.39015060429381		
https://hdl.handle.net/2027/njp.32101075672871	Sewing the Silken Seam.	Wimberly, Lowry C	Poet lore.	1919	Washington		vol.30 (1919)	567-78	579-592	correct	14	2018-01-23 14:56:24	2021-08-05 09:51:58	Article	njp.32101075672871		
https://hdl.handle.net/2027/hvd.32044010396893	Shakespeare and "The Taming of the Shrew"	Tolman, Albert H.	The views about Hamlet, and other essays, 	1904	Boston	Houghton, Mifflin		205-42	219-256	correct	38	2018-01-23 14:44:08	2021-08-05 09:54:10	Excerpt	hvd.32044010396893		
https://hdl.handle.net/2027/uc1.b3385477	Shakespeare's Metre	Dawson, Benjamin.	Englische Studien.	1888	New York	Johnson Reprint Corp.	v.11 (1888)	174-76	192-194	correct	3	2018-01-23 15:10:26	2021-08-05 09:52:10	Article	uc1.b3385477		
https://hdl.handle.net/2027/nyp.33433082219621	Shakespeare's Part in The Taming of the Shrew	Tolman, Albert H.	Publications of the Modern Language Association of America	1890	Baltimore	The Association	v. 5 (1890)	201-78	359-436	correct	78	2018-01-23 15:03:44	2021-08-05 09:52:05	Article	nyp.33433082219621		
https://hdl.handle.net/2027/njp.32101064467036	The Shares of Shakespeare and Fletcher in Two Noble Kinsmen	Hickson, Samuel.	The Westminster and foreign quarterly review.	1847	London	John Chapman	v.47 (1847)	59-88	71-100	correct	30	2018-01-23 14:58:16	2021-08-05 09:52:01	Article	njp.32101064467036		
https://hdl.handle.net/2027/hvd.32044031571342	Short Chapters on Novel and Exotic Metres	Benson, Carl	The American Whig review.	1847	New York	Wiley and Putnam, etc.	v.5 (1847)	72-73, 174-75, 502-4	100-101, 212-213, 556-558	correct	7	2018-01-23 14:43:33	2023-04-25 14:26:04	Article	hvd.32044031571342		
https://hdl.handle.net/2027/hvd.32044054989868	Short Chapters on Novel and Exotic Metres	Benson, Carl.	The American Whig review.	1846	New York	Wiley and Putnam, etc.	v.4:1846	482-85	536-539	correct	4	2018-01-23 14:43:14	2021-08-05 09:51:31	Article	hvd.32044054989868		
https://hdl.handle.net/2027/inu.30000099671566	Sidney Lanier and Anglo-Saxon Verse-technic	Morris, John.	American journal of philology.	1899	Baltimore	Johns Hopkins University Press [etc.]	v.20 1899	435-38	447-450	correct	4	2018-01-23 14:44:51	2021-08-05 09:51:36	Article	inu.30000099671566		
https://hdl.handle.net/2027/mdp.39015060429399	Sidney, Spenser, and the Areopagus	Fulton, Edward.	Modern language notes.	1916	Baltimore	Johns Hopkins Press [etc.]	v.31 1916	372-74	442-444	438-440	3	2018-01-23 14:47:52	2021-08-05 09:51:40	Article	mdp.39015060429399		
https://hdl.handle.net/2027/mdp.39015033845689	A Sixth Letter to the Dramatists of the Day	Lacy, John.	The London magazine.	1823	London	Baldwin, Cradock, and Joy [etc.].	v.8 1823 Jul-Dec	645-52	661-668	correct	8	2018-01-23 14:50:05	2021-08-05 09:51:43	Article	mdp.39015033845689		
https://hdl.handle.net/2027/hvd.32044098628274	Some Differences Between Speech-Scansion and Narrative- Scansion in Homeric Verse	Drewitt, J. A. J	Classical quarterly.	1908	Oxford [etc.]	Clarendon Press [etc.]	v.2 (1908)	94-109	110-125	correct	16	2018-01-23 14:41:53	2021-08-05 09:51:27	Article	hvd.32044098628274		
https://hdl.handle.net/2027/mdp.39015059397953	Some Experimental Work in Speech Rhythm	Welch, Constance	The Quarterly journal of speech education: the official organ of the National Association of Teachers of Speech.	1925	[Menasha, Wis.	G. Banta	v.11	247-252	267-272	265-270	6	2022-01-25 14:31:17	2022-01-25 14:33:31	Article	mdp.39015059397953		
https://hdl.handle.net/2027/nyp.33433075914071	Some Features of Chaucer's Verse, especially Stress and Hiatus	Easton, Morton W.	Publications of the Modern Language Association of America	1896	Baltimore	The Association	v. 11 (1896)	xxxiii-xxxiv	585-586	577-578	2	2018-01-23 15:05:04	2021-08-05 09:52:06	Article	nyp.33433075914071		
https://hdl.handle.net/2027/mdp.39015008095104	Some Musical Analogies in Modern Poetry	Lowell, Amy.	The Musical quarterly.	1920	New York [etc.]	G. Schirmer.	v.6 1920	127-57	175-205	173-203	31	2018-01-23 14:53:46	2021-08-05 09:51:45	Article	mdp.39015008095104		
https://hdl.handle.net/2027/njp.32101065270892	Some Recent Studies in English Prosody	Saintsbury, George.	Proceedings of the British Academy.	1920	London	British Academy by H. Frowde, Oxford University Press Warehouse	vol. 9 (1919-20)	79-89	101-111	correct	11	2018-01-23 14:58:02	2023-03-02 13:50:18	Article	njp.32101065270892		
https://hdl.handle.net/2027/hvd.32044092711431	Some Remarks on the Study of English Verse	Van Dyke, Henry.	Atlantic monthly	1903	Boston	Atlantic Monthly Co.	v.92 (1903)	469-75	503-509	correct	7	2018-01-23 14:42:30	2021-08-05 09:51:29	Article	hvd.32044092711431		
https://hdl.handle.net/2027/coo.31924066518758	Some Thoughts on the Technique of Poetry	Keary, C. F.	The Fortnightly review	1906	London	Chapman and Hall	v.86 1906:July-Dec.	811-826	819-834	correct	16	2018-01-23 14:32:36	2021-08-05 09:51:20	Article	coo.31924066518758		
https://hdl.handle.net/2027/uc1.ax0003129954	The Sonnet	Lynch, Arthur, 1861-1934	Sonnets of the banner and the star : with an essay on the sonnet as an instrument of poetry.	1914	London	E. Mathews		7-57	11-61	correct	51	2023-08-04 11:38:13	2023-08-04 11:40:55	Excerpt	uc1.ax0003129954		
https://hdl.handle.net/2027/njp.32101076472909	The Sonnet Forms of Wyatt and Surrey	Lathrop, H. B.	Modern philology.	1905	Chicago	University of Chicago Press	vol.2 (1904-1905)	463-70	473-480	correct	8	2018-01-23 14:55:47	2021-08-05 09:51:49	Article	njp.32101076472909		
https://hdl.handle.net/2027/mdp.39015060429480	The Sonnet Forms of Wyatt and Surrey	Hanscom, Elizabeth D.	Modern language notes.	1901	Baltimore	Johns Hopkins Press [etc.]	v.16 1901	137-140	171-174	163-166	4	2018-01-23 14:47:47	2021-08-05 09:51:39	Article	mdp.39015060429480		
https://hdl.handle.net/2027/mdp.39015030936325	The sonnet in England	Noble, James Ashcroft, 1844-1896	The sonnet in England, & other essays.	1893	London	E. Mathews and John Lane		1-63	23-85	correct	63	2023-08-04 11:31:07	2023-08-04 11:34:25	Excerpt	mdp.39015030936325		
https://hdl.handle.net/2027/hvd.32044098641632	Sonnet Structure in Sidney's Astrophel and Stella	Whigam, R. G., and O. F. Emerson.	Studies in philology.	1921	Chapel Hill [etc.]	University of North Carolina Press [etc.]	v.18 (1921)	347-52	375-380	correct	6	2018-01-23 14:41:52	2021-08-05 09:51:26	Article	hvd.32044098641632		
https://hdl.handle.net/2027/njp.32101075672855	Sound Magic in Poetry.	Craig, Anne T	Poet lore.	1918	Washington		vol.29 (1918)	596-605	608-617	correct	10	2018-01-23 14:56:25	2021-08-05 09:51:58	Article	njp.32101075672855		
https://hdl.handle.net/2027/chi.79279237	Speaking to the Psaltery	Yeats, W. B.	The Monthly review ...	1902	London	J. Murray; [etc., etc.	v.7 1902	94-99	314-321	correct	8	2018-01-23 14:32:09	2023-04-25 10:33:22	Article	chi.79279237		
https://hdl.handle.net/2027/hvd.32044011590692	The 'Speech-Ending' Test Applied to Twenty of Shakespeare's Plays	Pulling, F. S.	Transactions.	1879	London	New Shakespeare Society	v.5-7 (1877-79)	457-58	513-514	correct	2	2018-01-23 14:44:04	2021-08-05 09:51:34	Article	hvd.32044011590692		
https://hdl.handle.net/2027/njp.32101076472917	The Spenserian Before 1700	Morton, Edward P.	Modern philology.	1907	Chicago	University of Chicago Press	vol.4 (1906-1907)	639-54	651-666	649-664	16	2018-01-23 14:55:46	2021-08-05 09:51:49	Article	njp.32101076472917		
https://hdl.handle.net/2027/mdp.39015059402340	Spenserian Prosody: The Couplet Forms	Shipley. Joseph T.	Studies in philology.	1924	Chapel Hill [etc.]	University of North Carolina Press [etc.]	v.21	594-615	616-637	614-635	22	2021-01-14 15:54:23	2021-08-05 09:52:14	Article	mdp.39015059402340		
https://hdl.handle.net/2027/umn.31951002792970z	The Spenserian Stanza	Taboreux, Etienne.	Revue de l'enseignement des langues vivantes.	1900	Paris		annee 16 (1899/1900)	14-21, 112-18, 163-72	22-29, 120-126, 171-180	correct	25	2018-01-23 15:15:25	2021-08-05 09:52:13	Article	umn.31951002792970z		
https://hdl.handle.net/2027/njp.32101076472958	The Spenserian Stanza in the Eighteenth Century	Morton, Edward P.	Modern philology.	1913	Chicago	University of Chicago Press	vol.10 (1912-1913)	365-91	377-403	correct	27	2018-01-23 14:55:45	2021-08-05 09:51:49	Article	njp.32101076472958		
https://hdl.handle.net/2027/mdp.39015060430116	Stanza-Connections in the Fairy Queen	Brooke, Tucker	Modern language notes.	1922	Baltimore	Johns Hopkins Press [etc.]	v.37 1922	223-27	267-271	265-269	5	2018-01-23 14:47:39	2021-08-05 09:51:38	Article	mdp.39015060430116		
https://hdl.handle.net/2027/njp.32101076472933	The Stanza-Forms of Sir Thopas	Manly, John M.	Modern philology.	1911	Chicago	University of Chicago Press	vol.8 (1910-1911)	141-44	153-156	correct	4	2018-01-23 14:55:46	2021-08-05 09:51:49	Article	njp.32101076472933		
https://hdl.handle.net/2027/mdp.39015060430058	Stanzaic Division in York Play XXXIX	Miller, Francis H.	Modern language notes.	1920	Baltimore	Johns Hopkins Press [etc.]	v.35 1920	379-80	421-422	correct	2	2018-01-23 14:47:40	2021-08-05 09:51:38	Article	mdp.39015060430058		
https://hdl.handle.net/2027/mdp.39015060430371	Stanza-linking in Middle English Verse	Medary, M. P., and A. C. L. Brown.	Romanic review	1916	New York	Dept. of French and Romance Philology of Columbia University [etc.]	v.7 1916	243-70	263-290	261-288	28	2018-01-23 14:47:38	2021-08-05 09:51:38	Article	mdp.39015060430371		
https://hdl.handle.net/2027/mdp.39015014523602	The Structure of Simple Rhythm Forms	MacDougall, Robert	Harvard psychological studies.	1903	Boston, Mass.	Houghton, Mifflin and Company	v.1 1903	309-412	363-468	357-462	106	2018-01-23 14:52:49	2021-08-05 09:51:45	Article	mdp.39015014523602		
https://hdl.handle.net/2027/hvd.32044098641343	Studies in French Versification	Hohlfeld, A. R.	Modern language notes.	1893	Baltimore	Johns Hopkins Press [etc.]	v.8 (1893)	10-17, 257-72	17-21, 141-148	correct	13	2018-01-23 14:41:53	2021-08-05 09:51:27	Article	hvd.32044098641343		
https://hdl.handle.net/2027/njp.32101007893256	Studies in Melody in English Speech	Scripture, Edward Wheeler	Philosophische Studien.	1902	Leipzig	W. Engelmann	v.19	599-615	615-631	correct	17	2018-01-23 14:59:30	2021-08-05 09:52:03	Article	njp.32101007893256		
https://hdl.handle.net/2027/njp.32101063551608	Studies of Rhythm	Hall, G. Stanley and J. Jastrow	Mind :	1886	Oxford	B. Blackwell	v.11 (1886)	55-62	95-102	97-104	8	2018-01-23 14:58:44	2021-08-05 09:52:01	Article	njp.32101063551608		
https://hdl.handle.net/2027/hvd.32044092754100	A Study of English Blank Verse 1558-1632	Fletcher, Priscilla	Publications: Language series.	1921	Colorado Springs, Colo.	Colorado College	v.2:no.15-35 (1904-21)	41-65	67-97	correct	31	2018-01-23 14:42:27	2021-08-05 09:51:29	Article	hvd.32044092754100		
https://hdl.handle.net/2027/mdp.39015041879613	The Study of English Speech by New Methods of Phonetic Investigation	Scripture, E[dward] W[heeler]	Proceedings of the British Academy.	1923	Nendeln, Liechtenstein	Kraus Reprint	v.10	270-99	294-323	correct	30	2021-01-20 11:59:26	2021-08-05 09:52:17	Article	mdp.39015041879613		
https://hdl.handle.net/2027/nyp.33433074829270	The Study of Poetry	Mackail, J[ohn] W[illiam]	The Rice institute pamphlets.	1915	Houston, Tex.		v. 2 (Sept.-Dec. 1915)	1-52	11-62	correct	52	2018-01-23 15:05:47	2021-08-05 09:52:06	Article	nyp.33433074829270		
https://hdl.handle.net/2027/njp.32101075672608	A Study of Rhymes in Browning	Clark, Elizabeth M	Poet lore.	1890	Washington		vol.2 (1890)	480-86	496-502	correct	7	2018-01-23 14:56:30	2021-08-05 09:51:59	Article	njp.32101075672608		
https://hdl.handle.net/2027/hvd.hnqbst	A Study of the Metrical Structure of the Middle English Poem The Pearl	Northrup, Clark S.	Publications of the Modern Language Association of America	1897	Baltimore	The Association	v.12 (1897)	326-40	420-434	422-436	15	2018-01-23 14:40:02	2021-08-05 09:51:25	Article	hvd.hnqbst		
https://hdl.handle.net/2027/hvd.hxe6bz	A Study of the Metrical Use of the Inflectional E in Middle English, with Particular Reference to Chaucer and Lydgate	Babcock, Charlotte F.	Publications of the Modern Language Association of America	1914	Baltimore	The Association	v.29 (1914)	59-92	69-102	correct	34	2018-01-23 14:38:36	2023-04-25 10:48:18	Article	hvd.hxe6bz		
https://hdl.handle.net/2027/hvd.32044010396893	The Style of Anglo-Saxon Poetry	Tolman, Albert H.	The views about Hamlet, and other essays, 	1904	Boston	Houghton, Mifflin		339-82	367-412	correct	46	2021-08-05 09:54:10	2021-08-05 09:54:10	Excerpt	hvd.32044010396893		
https://hdl.handle.net/2027/nyp.33433082219902	The Style of Anglo-Saxon Poetry	Tolman, Albert H.	Publications of the Modern Language Association of America	1887	Baltimore	The Association	v. 3 (1887)	17-47	25-55	correct	31	2018-01-23 15:03:44	2021-08-05 09:52:04	Article	nyp.33433082219902		
https://hdl.handle.net/2027/coo1.ark:/13960/t3st84m4q	The Style of Milton: Metre and Diction	Raleigh, Walter, 1861-1922	Milton	1900	New York	G. P. Putnam's Sons		175-228	201-254	correct	54	2023-08-04 14:44:44	2023-08-04 14:51:11	Excerpt	coo1.ark:/13960/t3st84m4q		
https://hdl.handle.net/2027/mdp.39015036664079	Suggestions for a System of Scansion of English	Ellis, Oliver C. de C.	The Poetry review.	1923	London	The Poetry Society.	v.14	347-362	373-388	correct	16	2021-01-20 11:59:25	2023-07-22 04:12:24	Article	mdp.39015036664079		
https://hdl.handle.net/2027/loc.ark:/13960/t0xp7hp6s	Surrey's Contribution to English Verse	Padelford, Frederick M.	The poems of Henry Howard, Earl of Surrey 	1920	Seattle	University of Washington press		37-42	49-54	correct	6	2018-01-23 14:46:02	2021-08-05 09:54:16	Excerpt	loc.ark:/13960/t0xp7hp6s		
https://hdl.handle.net/2027/uc1.c2641998	Swinburne as a Metrician	Omond, Thomas Stewart	The Academy and literature	1909	London, The Academy Publishing co. [etc.̈		v. 76 1909	32-33, 66	162-163, 196	402-403	3	2018-01-23 15:09:45	2021-08-05 09:52:08	Article	uc1.c2641998		**could not find the article on page 66 titled "Swinburne as a Metrician"
https://hdl.handle.net/2027/hvd.32044092796085	Swinburne's Poetic Theories and Practice	Hoffsten, Ernest G	The Sewanee review.	1905	Sewanee, Tenn. [etc.]	University of the South [etc.]	v.13 (1905)	54-60	70-76	correct	7	2018-01-23 14:42:26	2021-08-05 09:51:29	Article	hvd.32044092796085		
https://hdl.handle.net/2027/hvd.32044092797208	The Tapping Test for Immortality	Eaton, Walter Prichard	The Sewanee review.	1919	Sewanee, Tenn. [etc.]	University of the South [etc.]	v.27 (1919)	129-38	149-158	correct	10	2018-01-23 14:42:24	2021-08-05 09:51:28	Article	hvd.32044092797208		
https://hdl.handle.net/2027/mdp.39015008095153	The Teaching of Rhythm	Stetson, R. H.	The Musical quarterly.	1923	New York [etc.]	G. Schirmer.	v.9	181-90	201-210	correct	10	2021-01-20 11:59:25	2021-08-05 09:52:16	Article	mdp.39015008095153		
https://hdl.handle.net/2027/mdp.39015060429506	Tennyson's Use of ss in Blank Verse	Franklin, V. P.	Modern language notes.	1899	Baltimore	Johns Hopkins Press [etc.]	v.14 1899	10-11	28-29	26-27	2	2018-01-23 14:47:46	2021-08-05 09:51:39	Article	mdp.39015060429506		*orignal is 20-22
https://hdl.handle.net/2027/uc1.$b272656	The Text and Prosody of Shakespeare	Collins, J[ohn] Churton	Studies in Shakespeare 	1904	New York	Dutton		297-331	327-361	325-359	35	2018-01-23 15:13:35	2023-03-02 13:49:54	Excerpt	uc1.$b272656		
https://hdl.handle.net/2027/hvd.hnle8h	The Text and Prosody of Shakespeare	Collins, J[ohn] Churton.	Studies in Shakespeare 	1904	Westminster 	A. Constable		297-331	321-355	correct	35	2018-01-23 14:40:06	2023-03-02 13:49:54	Excerpt	hvd.hnle8h		
https://hdl.handle.net/2027/nyp.33433000182992	The Theory of Language	Beattie, James	Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity.	1783	London	W. Strahan, and T. Cadell, and W. Creech at Edinburgh		231-502	253-524	correct	272	2018-01-23 15:09:23	2021-08-05 09:54:25	Excerpt	nyp.33433000182992		
https://hdl.handle.net/2027/inu.30000099671723	The Theory of the Homeric Caesura According to the Extant Remains of Ancient Doctrine	Bassett, S. E	American journal of philology.	1919	Baltimore	Johns Hopkins University Press [etc.]	v.40 1919	343-72	353-382	correct	30	2018-01-23 14:44:48	2021-08-05 09:51:35	Article	inu.30000099671723		
