source_url	title	author	book_journal	pub_date	pub_place	publisher	enumcron	pages_orig	pages_digital	new digital range	page_count	added	updated	item_type	source_id		side notes (poetry, couldn't find article, item unavailable, original pages differentiate)
https://hdl.handle.net/2027/mdp.39015060429589	The Three Rondeaux of Sir Thomas Wyatt.	Simonds, W. E.	Modern language notes.	1891	Baltimore	Johns Hopkins Press [etc.]	v.6 1891	177-183	103-106	correct	4	2018-01-23 14:47:42	2021-08-05 09:51:39	Article	mdp.39015060429589		
https://hdl.handle.net/2027/hvd.hnqbtj	The Translation of Anglo-Saxon Poetry	Garnett, James M.	Publications of the Modern Language Association of America	1891	Baltimore	The Association	v.6 (1891)	95-105	227-237	correct	11	2018-01-23 14:39:59	2023-04-25 11:05:25	Article	hvd.hnqbtj		
https://hdl.handle.net/2027/mdp.39015060429522	The Translation of Beowulf	Frye, Prosser H.	Modern language notes.	1897	Baltimore	Johns Hopkins Press [etc.]	v.12 1897	79-82	97-100	95-98	4	2018-01-23 14:47:45	2021-08-05 09:51:39	Article	mdp.39015060429522		
https://hdl.handle.net/2027/hvd.hxe6c3	A Type of Blank Verse Line Found in the Earlier Elizabethan Drama	Hubbard, Frank G.	Publications of the Modern Language Association of America	1917	Baltimore	The Association	v.32 (1917)	68-80	84-96	86-98	13	2018-01-23 14:38:35	2021-08-05 09:51:23	Article	hvd.hxe6c3		
https://hdl.handle.net/2027/nyp.33433074894126	A Type of Four-Stress Verse in Shakespeare	Cobb, Charles W.	New Shakespeareana :	1911	Westfield, N.J.	Shakespeare Press	v. 10 (1911)	1-15	15-29	13-27	15	2018-01-23 15:05:25	2021-08-05 09:52:06	Article	nyp.33433074894126		
https://hdl.handle.net/2027/njp.32101075672632	The Use of Alliteration in Shakespeare's Poems	Bengough, S. E.	Poet lore.	1893	Washington		vol.5 (1893)	190-94	206-210	correct	5	2018-01-23 14:56:28	2021-08-05 09:51:59	Article	njp.32101075672632		
https://hdl.handle.net/2027/mdp.39015043572539	The Use of an Unstressed Extra-Metrical Syllable to Carry the Rime	Smith, G. C. Moore	The Modern language review.	1920	London	Modern Humanities Research Association	v.15 1920	300-303	318-321	correct	4	2018-01-23 14:49:39	2021-08-05 09:51:43	Article	mdp.39015043572539		
https://hdl.handle.net/2027/hvd.hx2hrd	The Use of Final -e in Early English, with especial reference to the final -e at the end of the verse in Chaucer's Canterbury Tales	Payne, Joseph.	Essays on Chaucer, his words and works.	1874	London	Chaucer Society by N. Tr√ºbner	series 2, part 2, no. 4	85-154	47-116	correct	70	2018-01-23 14:38:48	2021-08-05 09:54:15	Excerpt	hvd.hx2hrd		
https://hdl.handle.net/2027/njp.32101047467996	The Use of So-Called Classical Metres in Elizabethan Verse I.	McKerrow, R. B.	The Modern language quarterly.	1901	London	David Nutt	vol.4 (1901)	172-80	180-188	correct	9	2018-01-23 14:58:53	2021-08-05 09:52:02	Article	njp.32101047467996		
https://hdl.handle.net/2027/njp.32101047468002	The Use of So-Called Classical Metres in Elizabethan Verse II.	McKerrow, R. B.	The Modern language quarterly.	1902	London	David Nutt	vol.5 (1902)	6-13	30-37	correct	8	2018-01-23 14:58:53	2021-08-05 09:52:02	Article	njp.32101047468002		
https://hdl.handle.net/2027/coo1.ark:/13960/t70v9287j	Uses and Abuses of Metre	Williams, Ellis, Mrs. Annabel.	An anatomy of poetry. 	1922	Oxford	B. Blackwell		68-81	76-89	correct	14	2018-01-23 14:34:59	2021-08-05 09:54:09	Excerpt	coo1.ark:/13960/t70v9287j		
https://hdl.handle.net/2027/njp.32101077879508	The Value of Meter in Verse	(none)	Current literature.	1903	New York	Current Literature Pub. Co.	vol.34 (Jan.-June 1903)	10-11	20-21	correct	2	2018-01-23 14:55:22	2021-08-05 09:51:46	Article	njp.32101077879508		
https://hdl.handle.net/2027/mdp.39015060429449	Variation in the Old High German Post-Otfridian Poems.	Kolbe, Parke R.	Modern language notes.	1914	Baltimore	Johns Hopkins Press [etc.]	v.29 1914	82-85	114-117	correct	4	2018-01-23 14:47:49	2021-08-05 09:51:39	Article	mdp.39015060429449		
https://hdl.handle.net/2027/mdp.39015087701341	Verse	Gosse, Edmund	The Encyclopædia britannica; a dictionary of arts, sciences, literature and general information.	1911	Cambridge, Eng.	At the University press	v. 27	1041-47	1091-1097	1125-1131	7	2018-01-23 14:46:23	2021-08-05 09:54:21	Excerpt	mdp.39015087701341		
https://hdl.handle.net/2027/hvd.32044074313453	The Verse	Keightley, Thomas.	An account of the life, opinions, and writings of John Milton, with an introduction to Paradise lost.	1855	London	Chapman and Hall		440-50	482-492	470-480	11	2018-01-23 14:43:10	2021-08-05 09:54:13	Excerpt	hvd.32044074313453		
https://hdl.handle.net/2027/njp.32101076457785	Verse and Prose	Winter, D	The Journal of English and Germanic philology.	1905	Evanston, Ill.	Journal Pub. Co.	vol. 5 (1903/05)	271-86	283-298	correct	16	2018-01-23 14:55:51	2021-08-05 09:51:50	Article	njp.32101076457785		
https://hdl.handle.net/2027/mdp.39015060429548	Verse as Prose in the Ayenbite	Child, C. G.	Modern language notes.	1895	Baltimore	Johns Hopkins Press [etc.]	v.10 1895	127	72	correct	1	2018-01-23 14:47:44	2021-08-05 09:51:39	Article	mdp.39015060429548		
https://hdl.handle.net/2027/chi.78013677	Verse--free or confined?	Warner, H. E.	The Dial	1916	Chicago	Jansen, McClurg	v.61 Jul-Dec 1916	572	602	598	1	2018-01-23 14:32:18	2021-08-05 09:51:18	Article	chi.78013677		
https://hdl.handle.net/2027/mdp.39015015383279	Versification and the Edinburgh Academy	(none)	The Phrenological journal and miscellany.	1825	Edinburgh, Scotland	John Anderson	v.2 1824-1825 Aug-Oct	235-39	257-261	255-259	5	2018-01-23 14:52:44	2021-08-05 09:51:44	Article	mdp.39015015383279		
https://hdl.handle.net/2027/nyp.33433076071004	Versification of Donne	Coleridge, Samuel Taylor.	The literary remains of Samuel Taylor Coleridge 	1836	London 	W. Pickering	v. 1	148-150	174-176	172-174	3	2018-01-23 15:04:43	2021-08-05 09:54:28	Excerpt	nyp.33433076071004		
https://hdl.handle.net/2027/hvd.hnqbtr	The Versification of Tennyson's Early Poems	Pyre, J[ames] F. A.	Publications of the Modern Language Association of America	1909	Baltimore	The Association	v.24 (1909)	xxxii	824	820	1	2018-01-23 14:39:57	2021-08-05 09:51:24	Article	hvd.hnqbtr		
https://hdl.handle.net/2027/inu.30000099671541	The Versification of the Old English Poem 'Phoenix.'	Bradshaw, Margaret R.	American journal of philology.	1894	Baltimore	Johns Hopkins University Press [etc.]	v.15 1894	454-68	468-482	466-480	15	2018-01-23 14:44:53	2021-08-05 09:51:36	Article	inu.30000099671541		
https://hdl.handle.net/2027/coo1.ark:/13960/t9n30f16x	Versification: The Music of Speech	Brown, Stephen J.	The realm of poetry; an introduction.	1921	London	G. G. Harrap & company, ltd.		26-45	30-49	correct	20	2018-01-23 14:34:58	2021-08-05 09:54:09	Excerpt	coo1.ark:/13960/t9n30f16x		
https://hdl.handle.net/2027/mdp.39015073107529	Vers Libre	Burdett, Osbert.	New Statesman.	1923	London		v.20	453-54	507-508	correct	2	2021-01-20 11:59:26	2021-08-05 09:52:17	Article	mdp.39015073107529		
https://hdl.handle.net/2027/njp.32101063578627	Vers libre and Metrical Prose	Lowell, Amy	Poetry.	1914	Chicago	Harriet Monroe	vol.3 (1913-14)	213-20	259-266	correct	8	2018-01-23 14:58:43	2021-08-05 09:52:01	Article	njp.32101063578627		
https://hdl.handle.net/2027/coo.31924062189661	Vers Libre in Theory and Practice	Van Doorn, Willem.	English studies.	1921	Abingdon, Oxfordshire, UK	Routledge Journals	v.2-3 1920-1921	1-7	213-219	correct	7	2018-01-23 14:32:46	2021-08-05 09:51:22	Article	coo.31924062189661		
https://hdl.handle.net/2027/njp.32101076471414	Versus Tetracolos	Bassett, S. E. 	Classical philology.	1919	[Chicago]	University of Chicago Press	vol.14 (1919)	216-33	228-245	correct	18	2018-01-23 14:55:50	2021-08-05 09:51:50	Article	njp.32101076471414		
https://hdl.handle.net/2027/coo.31924066146733	The Vicissitudes of Blank Verse	Strachey, J. St. Loe.	The London mercury.	1922	London	The Field Press, Ltd. [etc.]	v.6 1922:May-Oct.	45-60	57-72	correct	16	2018-01-23 14:32:40	2021-08-05 09:51:20	Article	coo.31924066146733		
https://hdl.handle.net/2027/mdp.39015060429431	Vowel Alliteration in Modern Poetry.	Scott, Fred N	Modern language notes.	1915	Baltimore	Johns Hopkins Press [etc.]	v.30 1915	233-37	289-293	281-285	5	2018-01-23 14:47:50	2021-08-05 09:51:39	Article	mdp.39015060429431		
https://hdl.handle.net/2027/mdp.39015049192894	What English Poetry May Still Learn from Greek	Murray, Gilbert.	Essays and studies.	1912	London [etc.]	J. Murray [etc.]	v.3 1912	7-31	13-37	correct	25	2018-01-23 14:49:26	2021-08-05 09:51:42	Article	mdp.39015049192894		
https://hdl.handle.net/2027/uc1.b2972410	What is 'Blank Verse'?	Sonnenschein, E. A.	The contemporary review	1924	London	A. Strahan	v.126	756-60	766-770	758-762	5	2021-01-14 15:54:24	2021-08-05 09:52:14	Article	uc1.b2972410		
https://hdl.handle.net/2027/mdp.39015062280055	What is Metre, and How Should It Be Taught?	Hardie, W. R	Proceedings.	1913	Edinburgh	H. & J. Phillans & Wilson.	v.11 1913	12-35	24-47	correct	24	2018-01-23 14:47:34	2021-08-05 09:51:37	Article	mdp.39015062280055		
https://hdl.handle.net/2027/inu.30000099671558	What Was Ictus in Latin Prosody?	Bennett, Charles E	American journal of philology.	1898	Baltimore	Johns Hopkins University Press [etc.]	v.19 1898	361-83	377-399	correct	23	2018-01-23 14:44:52	2021-08-05 09:51:36	Article	inu.30000099671558		
https://hdl.handle.net/2027/inu.30000104005750	Whence Does the Poet Get the Form of his Verse?	Scripture, E[dward] W[heeler].	Modern languages	1924	London	A. & C. Black	v.5	163-72	183-192	correct	10	2021-01-14 15:54:23	2021-08-05 09:52:14	Article	inu.30000104005750		
https://hdl.handle.net/2027/njp.32101077262788	Who Wrote Shakespere's Henry VIII?	Spedding, James.	The gentleman's magazine.	1850	London	W. Pickering	n.s., v.34 (July-Dec. 1850)	115-23	131-139	correct	9	2018-01-23 14:55:28	2021-08-05 09:51:47	Article	njp.32101077262788		
https://hdl.handle.net/2027/mdp.39015049192928	Words and Music in Song	Fox-Strangways, A. H	Essays and studies.	1921	London [etc.]	J. Murray [etc.]	v.7 1921	30-56	34-60	40-66	27	2018-01-23 14:49:25	2021-08-05 09:51:41	Article	mdp.39015049192928		
https://hdl.handle.net/2027/njp.32101075672616	Wyatt's Sonnets and Their Sources	Brownlow, E. G.	Poet lore.	1891	Washington		vol.3 (1891)	44-45, 127-34	56-57, 139-146	correct	10	2018-01-23 14:56:29	2021-08-05 09:51:59	Article	njp.32101075672616		
										405							
